gene	canonical_length	longest_length
ASIC1	575	575
ASIC2	513	564
ASIC3	550	550
ASIC4	648	667
ASIC5	506	506
ASIP	133	133
ASL	465	465
ASMT	374	374
ASMTL	622	622
ASMTL-AS1	0	0
ASNA1	349	349
ASNS	562	562
ASNSD1	644	644
ASPA	314	314
ASPDH	284	284
ASPG	574	574
ASPH	759	759
ASPHD1	391	391
ASPHD2	370	370
ASPM	3478	3478
ASPN	381	381
ASPRV1	344	344
ASPSCR1	648	648
AS-PTPRE	0	0
ASRGL1	309	309
ASS1	413	413
ASTE1	680	705
ASTL	432	432
ASTN1	1295	1295
ASTN2	1289	1289
ASTN2-AS1	0	0
ASXL1	1542	1542
ASXL2	1436	1436
ASXL3	2249	2249
ASZ1	476	476
ATAD1	362	362
ATAD2	1391	1391
ATAD2B	1459	1459
ATAD3A	635	635
ATAD3B	649	649
ATAD3C	412	412
ATAD5	1845	1845
ATAT1	410	410
ATCAY	372	372
ATE1	519	519
ATE1-AS1	0	0
ATF1	272	272
ATF2	506	506
ATF3	125	182
ATF4	352	352
ATF5	283	283
ATF6	671	671
ATF6B	704	704
ATF7	484	484
ATF7IP	1271	1279
ATF7IP2	683	683
ATG10	221	221
ATG101	219	219
ATG12	141	141
ATG13	551	551
ATG14	493	493
ATG16L1	608	608
ATG16L2	620	620
ATG2A	1939	1939
ATG2B	2079	2079
ATG3	315	315
ATG4A	399	399
ATG4B	394	394
ATG4C	459	459
ATG4D	475	475
ATG5	276	276
ATG7	704	704
ATG9A	840	840
ATG9B	0	924
ATIC	593	593
ATL1	554	559
ATL2	584	585
ATL3	542	542
ATM	3057	3057
ATMIN	824	824
ATN1	1191	1191
ATOH1	355	355
ATOH7	153	153
ATOH8	322	322
ATOX1	69	69
ATP10A	1500	1500
ATP10B	1462	1462
ATP10D	1427	1427
ATP11A	1192	1192
ATP11A-AS1	0	0
ATP11AUN	122	122
ATP11B	1178	1178
ATP11C	1133	1133
ATP12A	1046	1046
ATP13A1	1205	1205
ATP13A2	1181	1181
ATP13A3	1227	1227
ATP13A4	1197	1197
ATP13A4-AS1	0	0
ATP13A5	1219	1219
ATP13A5-AS1	0	0
ATP1A1	1024	1024
ATP1A1-AS1	0	0
ATP1A2	1021	1021
ATP1A3	1027	1027
ATP1A4	1030	1030
ATP1B1	304	304
ATP1B2	291	291
ATP1B3	280	280
ATP1B4	358	358
ATP23	247	247
ATP2A1	1002	1002
ATP2A1-AS1	0	0
ATP2A2	1043	1043
ATP2A3	1053	1053
ATP2B1	1221	1221
ATP2B1-AS1	0	0
ATP2B2	1244	1244
ATP2B2-IT2	0	0
ATP2B3	1221	1221
ATP2B4	1206	1206
ATP2C1	974	974
ATP2C2	947	976
ATP4A	1036	1036
ATP4B	292	292
ATP5A1	554	554
ATP5B	530	530
ATP5C1	299	299
ATP5D	169	169
ATP5E	52	52
ATP5EP2	0	0
ATP5F1	257	257
ATP5G1	137	137
ATP5G2	199	199
ATP5G3	143	143
ATP5H	162	162
ATP5I	70	70
ATP5J	109	117
ATP5J2	95	95
ATP5J2-PTCD1	750	750
ATP5L	104	104
ATP5L2	101	101
ATP5O	214	214
ATP5S	216	216
ATP5SL	264	264
ATP6AP1	471	471
ATP6AP1L	225	225
ATP6AP2	351	351
ATP6V0A1	839	839
ATP6V0A2	857	857
ATP6V0A4	841	841
ATP6V0B	206	262
ATP6V0C	156	156
ATP6V0CP3	0	0
ATP6V0D1	352	352
ATP6V0D2	351	351
ATP6V0E1	82	82
ATP6V0E2	214	237
ATP6V0E2-AS1	0	0
ATP6V1A	618	618
ATP6V1B1	514	514
ATP6V1B1-AS1	0	0
ATP6V1B2	512	512
ATP6V1C1	383	383
ATP6V1C2	428	428
ATP6V1D	248	248
ATP6V1E1	227	227
ATP6V1E2	227	227
ATP6V1F	148	148
ATP6V1G1	119	119
ATP6V1G2	119	119
ATP6V1G2-DDX39B	0	0
ATP6V1G3	119	125
ATP6V1H	484	484
ATP7A	1501	1501
ATP7B	1466	1466
ATP8A1	1165	1165
ATP8A2	1189	1189
ATP8B1	1252	1252
ATP8B2	1224	1224
ATP8B3	1301	1301
ATP8B4	1193	1193
ATP8B5P	0	0
ATP9A	1048	1048
ATP9B	1148	1148
ATPAF1	352	352
ATPAF2	290	290
ATPIF1	107	107
ATR	2645	2645
ATRAID	230	285
ATRIP	792	792
ATRN	1430	1430
ATRNL1	1380	1380
ATRX	2493	2493
ATXN1	816	816
ATXN10	476	476
ATXN1L	690	690
ATXN2	1314	1314
ATXN2L	1098	1098
ATXN3	362	362
ATXN3L	356	356
ATXN7	946	946
ATXN7L1	862	862
ATXN7L2	723	723
ATXN7L3	355	355
ATXN7L3B	98	98
ATXN8OS	0	0
AUH	340	340
AUNIP	358	372
AUP1	411	411
AURKA	404	404
AURKAIP1	200	200
AURKAPS1	0	0
AURKB	345	346
AURKC	310	310
AUTS2	1260	1260
AVEN	363	363
AVIL	820	820
AVL9	649	649
AVP	165	165
AVPI1	148	148
AVPR1A	419	419
AVPR1B	425	425
AVPR2	372	372
AWAT1	329	329
AWAT2	334	334
AXDND1	1013	1013
AXIN1	863	863
AXIN2	844	844
AXL	895	895
AZGP1	299	299
AZGP1P1	0	0
AZI2	393	393
AZIN1	449	449
AZIN1-AS1	0	0
AZIN2	461	481
AZU1	252	252
B2M	120	120
B3GALNT1	332	332
B3GALNT2	501	501
B3GALT1	327	327
B3GALT2	423	423
B3GALT4	379	379
B3GALT5	311	315
B3GALT5-AS1	0	0
B3GALT6	330	330
B3GAT1	335	335
B3GAT2	324	324
B3GAT3	336	336
B3GLCT	499	499
B3GNT2	398	398
B3GNT3	373	373
B3GNT4	379	379
B3GNT5	379	379
B3GNT6	385	385
B3GNT7	402	402
B3GNT8	398	398
B3GNT9	403	403
B3GNTL1	362	362
B4GALNT1	534	534
B4GALNT2	567	567
B4GALNT3	999	999
B4GALNT4	1040	1040
B4GALT1	399	399
B4GALT1-AS1	0	0
B4GALT2	402	402
B4GALT3	394	394
B4GALT4	345	345
B4GALT4-AS1	0	0
B4GALT5	389	389
B4GALT6	383	383
B4GALT7	328	328
B4GAT1	416	416
B9D1	258	258
B9D2	176	176
BAALC	146	146
BAALC-AS1	0	0
BAALC-AS2	0	0
BAAT	419	419
BABAM1	330	330
BACE1	502	502
BACE1-AS	0	0
BACE2	519	519
BACH1	737	737
BACH1-IT2	0	0
BACH2	842	842
BAD	169	169
BAG1	231	346
BAG2	212	212
BAG3	576	576
BAG4	458	458
BAG5	489	489
BAG6	1127	1133
BAGE2	110	110
BAHCC1	2583	2583
BAHD1	781	781
BAIAP2	553	553
BAIAP2-AS1	0	0
BAIAP2L1	512	512
BAIAP2L2	530	530
BAIAP3	1188	1188
BAK1	212	212
BAMBI	261	261
BANCR	0	0
BANF1	90	90
BANF2	98	98
BANK1	786	786
BANP	506	520
BAP1	730	730
BARD1	778	778
BARHL1	328	328
BARHL2	388	388
BARX1	255	255
BARX1-AS1	0	0
BARX2	280	280
BASP1	228	228
BASP1P1	0	0
BATF	126	126
BATF2	275	275
BATF3	128	128
BAX	219	222
BAZ1A	1557	1557
BAZ1B	1484	1484
BAZ2A	1906	1906
BAZ2B	2169	2169
BBC3	194	262
BBIP1	93	104
BBOF1	530	530
BBOX1	388	388
BBOX1-AS1	0	0
BBS1	594	594
BBS10	724	724
BBS12	711	711
BBS2	722	722
BBS4	520	520
BBS5	342	342
BBS7	716	716
BBS9	888	909
BBX	942	942
BCAM	629	629
BCAN	912	912
BCAP29	349	349
BCAP31	247	314
BCAR1	917	917
BCAR3	826	826
BCAR4	0	0
BCAS1	585	585
BCAS2	226	226
BCAS3	929	951
BCAS4	212	212
BCAT1	399	399
BCAT2	393	393
BCCIP	323	323
BCDIN3D	293	293
BCDIN3D-AS1	0	0
BCHE	603	603
BCKDHA	446	446
BCKDHB	393	393
BCKDK	413	413
BCL10	234	234
BCL11A	836	836
BCL11B	895	895
BCL2	240	240
BCL2A1	176	176
BCL2L1	234	234
BCL2L10	205	242
BCL2L11	199	199
BCL2L12	335	335
BCL2L13	486	510
BCL2L14	328	328
BCL2L15	164	164
BCL2L2	194	194
BCL2L2-PABPN1	334	334
BCL3	455	455
BCL6	707	707
BCL6B	480	480
BCL7A	232	232
BCL7B	203	214
BCL7C	218	243
BCL9	1427	1427
BCL9L	1500	1500
BCLAF1	921	921
BCO1	548	548
BCO2	580	580
BCOR	1756	1756
BCORL1	1712	1786
BCORP1	0	0
BCR	1272	1272
BCRP2	0	0
BCRP3	0	0
BCS1L	420	420
BCYRN1	0	0
BDH1	344	344
BDH2	246	246
BDKRB1	354	354
BDKRB2	392	392
BDNF	330	330
BDNF-AS	0	0
BDP1	2625	2625
BEAN1	260	260
BEAN1-AS1	0	0
BECN1	451	451
BECN2	432	432
BEGAIN	594	594
BEND2	800	800
BEND3	829	829
BEND3P3	0	0
BEND4	535	535
BEND5	422	422
BEND6	280	280
BEND7	469	469
BEST1	605	605
BEST2	510	510
BEST3	669	669
BEST4	474	474
BET1	119	119
BET1L	112	112
BEX1	126	126
BEX2	161	161
BEX3	112	192
BEX4	121	121
BEX5	112	112
BFAR	451	451
BFSP1	666	666
BFSP2	416	416
BFSP2-AS1	0	0
BGLAP	101	101
BGLT3	0	0
BGN	369	369
BHLHA15	190	190
BHLHA9	236	236
BHLHB9	548	548
BHLHE22	382	382
BHLHE23	242	242
BHLHE40	413	413
BHLHE40-AS1	0	0
BHLHE41	483	483
BHMG1	639	639
BHMT	407	407
BHMT2	364	364
BICC1	975	975
BICD1	976	976
BICD2	856	856
BICDL1	574	574
BICDL2	509	509
BID	242	242
BIK	161	161
BIN1	594	594
BIN2	598	598
BIN3	254	254
BIN3-IT1	0	0
BIRC2	570	619
BIRC3	605	605
BIRC5	166	166
BIRC6	4858	4858
BIRC6-AS2	0	0
BIRC7	299	299
BIRC8	237	237
BISPR	0	0
BIVM	504	504
BIVM-ERCC5	1641	1641
BLACAT1	0	0
BLACE	0	0
BLCAP	88	88
BLID	109	109
BLK	506	506
BLM	1418	1418
BLMH	456	456
BLNK	457	457
BLOC1S1	154	154
BLOC1S1-RDH5	0	0
BLOC1S2	143	143
BLOC1S3	203	203
BLOC1S4	218	218
BLOC1S5	124	188
BLOC1S5-TXNDC5	0	0
BLOC1S6	173	178
BLVRA	297	297
BLVRB	207	207
BLZF1	401	401
BMF	185	185
BMI1	327	327
BMP1	987	987
BMP10	425	425
BMP15	393	393
BMP2	397	397
BMP2K	1162	1162
BMP3	473	473
BMP4	409	456
BMP5	455	455
BMP6	514	514
BMP7	432	432
BMP7-AS1	0	0
BMP8A	403	403
BMP8B	403	403
BMPER	686	686
BMPR1A	533	533
BMPR1B	533	533
BMPR1B-AS1	0	0
BMPR2	1039	1039
BMS1	1283	1283
BMS1P17	0	0
BMS1P18	0	0
BMS1P20	0	0
BMS1P21	0	0
BMS1P22	0	0
BMS1P4	0	0
BMS1P5	0	0
BMS1P6	0	0
BMT2	406	406
BMX	676	676
BNC1	995	995
BNC2	1100	1100
BNIP1	229	272
BNIP2	436	448
BNIP3	260	260
BNIP3L	220	220
BNIPL	358	358
BOC	1115	1116
BOD1	186	186
BOD1L1	3052	3052
BOD1L2	173	173
BOK	213	213
BOK-AS1	0	0
BOLA1	138	138
BOLA2	153	153
BOLA2B	153	153
BOLA2-SMG1P6	306	306
BOLA3	108	108
BOLA3-AS1	0	0
BOLL	296	340
BOP1	646	646
BORA	620	635
BORCS5	197	197
BORCS6	358	358
BORCS7	107	107
BORCS7-ASMT	0	0
BORCS8	120	120
BORCS8-MEF2B	0	366
BPESC1	0	0
BPGM	260	260
BPHL	292	292
BPI	488	488
BPIFA1	257	257
BPIFA2	250	250
BPIFA3	255	255
BPIFA4P	0	0
BPIFB1	485	485
BPIFB2	459	459
BPIFB3	477	477
BPIFB4	615	615
BPIFB6	454	454
BPIFC	508	508
BPNT1	309	309
BPTF	2921	2921
BPY2	107	107
BPY2B	107	107
BPY2C	107	107
BRAF	767	767
BRAP	593	593
BRAT1	822	822
BRCA1	1885	1885
BRCA2	3419	3419
BRCAT107	0	0
BRCAT54	0	0
BRCC3	317	317
BRD1	1190	1190
BRD2	802	837
BRD3	727	727
BRD4	1363	1363
BRD7	653	653
BRD7P3	0	0
BRD8	1236	1236
BRD9	598	598
BRDT	952	952
BRDTP1	0	0
BRE	416	473
BREA2	0	0
BRE-AS1	0	0
BRF1	678	678
BRF2	420	420
BRI3	126	126
BRI3BP	252	252
BRICD5	229	229
BRINP1	762	762
BRINP2	784	784
BRINP3	767	767
BRIP1	1250	1250
BRIX1	354	354
BRK1	76	76
BRMS1	291	291
BRMS1L	324	324
BROX	412	412
BRPF1	1221	1221
BRPF3	1206	1206
BRS3	400	400
BRSK1	779	779
BRSK2	767	767
BRWD1	2321	2321
BRWD1-AS1	0	0
BRWD1-IT2	0	0
BRWD3	1803	1803
BSCL2	463	463
BSDC1	448	475
BSG	386	386
BSN	3927	3927
BSN-AS2	0	0
BSND	321	321
BSPH1	133	133
BSPRY	403	408
BST1	319	319
BST2	181	181
BSX	234	234
BTAF1	1850	1850
BTBD1	483	483
BTBD10	476	484
BTBD11	1105	1105
BTBD16	507	508
BTBD17	479	479
BTBD18	713	713
BTBD19	292	292
BTBD2	526	526
BTBD3	523	566
BTBD6	486	486
BTBD7	1133	1133
BTBD8	379	379
BTBD9	613	613
BTBD9-AS1	0	0
BTC	179	179
BTD	544	546
BTF3	207	207
BTF3L4	159	159
BTF3P11	0	0
BTG1	172	172
BTG2	159	159
BTG3	253	297
BTG4	224	224
BTK	660	694
BTLA	290	290
BTN1A1	527	527
BTN2A1	528	528
BTN2A2	524	524
BTN2A3P	0	0
BTN3A1	514	514
BTN3A2	335	335
BTN3A3	585	585
BTNL10	209	209
BTNL2	483	483
BTNL3	467	467
BTNL8	501	501
BTNL9	536	536
BTRC	606	606
BUB1	1086	1086
BUB1B	1051	1051
BUB1B-PAK6	682	682
BUB3	329	329
BUD13	620	620
BUD31	145	145
BVES	361	361
BVES-AS1	0	0
BYSL	438	438
BZW1	424	452
BZW2	420	420
C10orf10	213	213
C10orf105	134	134
C10orf107	209	209
C10orf11	199	227
C10orf111	156	156
C10orf113	156	156
C10orf120	336	336
C10orf126	173	173
C10orf128	106	173
C10orf131	177	177
C10orf142	131	131
C10orf25	123	123
C10orf35	122	122
C10orf53	158	158
C10orf55	152	152
C10orf62	224	224
C10orf67	186	186
C10orf71	1436	1436
C10orf71-AS1	0	0
C10orf76	690	690
C10orf82	155	235
C10orf88	446	446
C10orf90	700	700
C10orf91	146	146
C10orf95	258	258
C10orf99	82	82
C11orf1	151	151
C11orf16	468	468
C11orf21	179	179
C11orf24	450	450
C11orf40	218	218
C11orf42	334	334
C11orf44	123	123
C11orf45	146	146
C11orf49	338	338
C11orf52	124	124
C11orf53	237	237
C11orf54	266	316
C11orf57	294	294
C11orf58	184	184
C11orf63	779	779
C11orf65	314	314
C11orf68	294	294
C11orf70	268	268
C11orf71	148	148
C11orf72	0	0
C11orf74	222	222
C11orf80	678	678
C11orf84	382	382
C11orf86	116	116
C11orf87	198	198
C11orf88	197	197
C11orf91	194	194
C11orf94	99	99
C11orf95	679	679
C11orf96	123	123
C11orf97	127	127
C11orf98	124	124
C12orf10	377	377
C12orf29	326	326
C12orf4	553	553
C12orf40	653	653
C12orf42	361	361
C12orf43	263	294
C12orf45	186	186
C12orf49	206	206
C12orf50	415	415
C12orf54	128	128
C12orf56	623	623
C12orf57	127	127
C12orf60	246	246
C12orf65	167	167
C12orf66	446	469
C12orf71	270	270
C12orf73	72	72
C12orf74	191	191
C12orf75	64	64
C12orf76	136	136
C12orf77	146	146
C12orf80	144	144
C14orf1	141	141
C14orf105	297	337
C14orf119	141	141
C14orf132	84	115
C14orf159	617	622
C14orf166	245	245
C14orf177	126	126
C14orf178	123	123
C14orf180	161	178
C14orf2	59	76
C14orf28	311	311
C14orf37	775	775
C14orf39	588	588
C14orf79	326	326
C14orf80	427	427
C14orf93	539	539
C15orf32	179	179
C15orf38-AP3S2	395	395
C15orf39	1048	1048
C15orf40	168	168
C15orf41	282	288
C15orf48	84	84
C15orf52	535	535
C15orf53	180	180
C15orf54	0	0
C15orf56	162	162
C15orf57	195	195
C15orf59	294	294
C15orf59-AS1	0	0
C15orf61	158	158
C15orf62	176	176
C15orf65	122	122
C16orf45	205	205
C16orf46	396	396
C16orf47	134	134
C16orf52	168	168
C16orf54	225	225
C16orf58	469	469
C16orf59	434	434
C16orf62	1053	1053
C16orf70	423	423
C16orf71	521	521
C16orf72	276	276
C16orf74	77	77
C16orf78	266	266
C16orf82	155	155
C16orf86	318	318
C16orf87	155	155
C16orf89	403	403
C16orf90	183	183
C16orf91	133	133
C16orf92	133	133
C16orf95	240	240
C16orf96	1142	1142
C16orf97	127	127
C17orf100	118	118
C17orf102	168	168
C17orf105	165	165
C17orf107	191	191
C17orf112	115	115
C17orf47	571	571
C17orf49	193	193
C17orf50	175	175
C17orf51	222	222
C17orf53	648	648
C17orf58	98	98
C17orf62	188	188
C17orf64	237	237
C17orf67	91	91
C17orf74	502	502
C17orf75	397	397
C17orf77	244	244
C17orf78	276	276
C17orf80	574	610
C17orf82	252	252
C17orf97	424	424
C17orf98	155	155
C17orf99	266	266
C18orf21	221	221
C18orf25	404	404
C18orf32	77	77
C18orf54	373	534
C18orf61	0	0
C18orf63	686	686
C18orf65	164	164
C18orf8	658	658
C19orf12	153	153
C19orf18	216	216
C19orf24	133	133
C19orf25	119	119
C19orf33	107	107
C19orf35	474	474
C19orf38	231	231
C19orf43	177	177
C19orf44	658	658
C19orf45	506	506
C19orf47	423	423
C19orf48	118	118
C19orf53	100	100
C19orf54	352	352
C19orf57	638	808
C19orf60	180	202
C19orf66	292	292
C19orf67	359	359
C19orf68	921	921
C19orf70	119	141
C19orf71	210	210
C19orf73	130	130
C19orf81	199	199
C19orf84	187	187
C1D	142	142
C1GALT1	364	364
C1GALT1C1	319	319
C1GALT1C1L	316	316
C1orf100	148	148
C1orf101	952	952
C1orf105	184	184
C1orf106	678	678
C1orf109	204	267
C1orf112	854	854
C1orf115	143	143
C1orf116	602	602
C1orf122	111	111
C1orf123	161	161
C1orf127	824	824
C1orf131	294	294
C1orf132	0	0
C1orf137	99	99
C1orf140	0	0
C1orf141	401	401
C1orf145	0	0
C1orf146	181	181
C1orf158	195	195
C1orf159	199	381
C1orf162	156	156
C1orf167	1450	1450
C1orf168	729	729
C1orf174	244	244
C1orf185	200	200
C1orf186	173	173
C1orf189	102	102
C1orf194	158	158
C1orf195	127	127
C1orf198	328	328
C1orf204	236	236
C1orf21	122	122
C1orf210	114	114
C1orf216	230	230
C1orf220	0	0
C1orf226	316	316
C1orf228	441	441
C1orf229	238	238
C1orf234	122	122
C1orf27	455	455
C1orf35	264	264
C1orf43	254	254
C1orf50	200	200
C1orf52	183	183
C1orf53	146	146
C1orf54	132	133
C1orf56	342	342
C1orf61	157	157
C1orf64	170	170
C1orf68	251	251
C1orf74	270	270
C1orf87	547	547
C1orf94	599	599
C1QA	246	246
C1QB	254	254
C1QBP	283	283
C1QC	246	246
C1QL1	259	259
C1QL2	288	288
C1QL3	256	256
C1QL4	239	239
C1QTNF1	282	282
C1QTNF1-AS1	0	0
C1QTNF2	331	331
C1QTNF3	320	320
C1QTNF3-AMACR	0	0
C1QTNF4	330	330
C1QTNF5	244	244
C1QTNF6	279	279
C1QTNF7	290	297
C1QTNF8	253	253
C1QTNF9	334	334
C1QTNF9B	334	334
C1QTNF9B-AS1	117	117
C1R	628	628
C1RL	488	488
C1RL-AS1	0	0
C1S	689	689
C2	753	753
C20orf141	166	166
C20orf144	154	154
C20orf166-AS1	0	0
C20orf173	203	203
C20orf194	1178	1178
C20orf196	206	206
C20orf197	127	127
C20orf202	123	123
C20orf203	195	195
C20orf24	0	144
C20orf27	200	200
C20orf78	152	152
C20orf85	138	138
C20orf96	364	364
C21orf140	252	252
C21orf2	376	376
C21orf33	269	269
C21orf58	323	323
C21orf59	291	291
C21orf62	220	220
C21orf62-AS1	0	0
C21orf91	298	298
C21orf91-OT1	0	0
C22orf15	149	158
C22orf23	218	218
C22orf24	161	228
C22orf29	365	365
C22orf31	291	291
C22orf34	152	152
C22orf39	143	143
C22orf42	252	252
C22orf46	244	244
C2-AS1	0	0
C2CD2	697	697
C2CD2L	708	708
C2CD3	1964	2354
C2CD4A	370	370
C2CD4B	365	365
C2CD4C	422	422
C2CD4D	354	354
C2CD5	1001	1055
C2orf15	126	126
C2orf16	1985	1985
C2orf27A	204	204
C2orf27B	210	210
C2orf40	149	149
C2orf42	575	575
C2orf48	160	160
C2orf49	233	233
C2orf50	163	163
C2orf54	448	448
C2orf61	249	249
C2orf66	118	118
C2orf68	167	167
C2orf69	386	386
C2orf70	202	202
C2orf71	1289	1289
C2orf72	296	296
C2orf73	288	288
C2orf74	195	195
C2orf76	127	127
C2orf78	923	923
C2orf80	194	194
C2orf81	589	616
C2orf82	122	146
C2orf83	151	151
C2orf88	96	96
C2orf91	132	132
C3	1664	1664
C3AR1	483	483
C3orf14	129	129
C3orf18	163	163
C3orf20	905	905
C3orf22	142	142
C3orf30	537	537
C3orf33	252	295
C3orf35	171	171
C3orf36	166	166
C3orf38	330	330
C3orf49	0	0
C3orf52	251	251
C3orf56	243	243
C3orf58	431	431
C3orf62	268	268
C3orf67	564	564
C3orf67-AS1	0	0
C3orf70	251	251
C3orf79	101	101
C3orf80	248	248
C3orf84	205	205
C3P1	0	0
C4A	1745	1745
C4B	1745	1745
C4BPA	598	598
C4BPB	253	253
C4orf17	360	360
C4orf19	315	315
C4orf22	251	251
C4orf26	177	177
C4orf3	200	200
C4orf32	133	133
C4orf33	200	200
C4orf36	118	118
C4orf45	187	187
C4orf46	114	114
C4orf47	310	310
C4orf48	129	129
C4orf51	203	203
C5	1677	1683
C5AR1	351	351
C5AR2	338	338
C5orf15	266	266
C5orf17	0	0
C5orf22	443	443
C5orf24	189	189
C5orf30	207	207
C5orf34	639	639
C5orf38	139	139
C5orf42	3198	3198
C5orf46	88	88
C5orf47	177	177
C5orf49	148	148
C5orf51	295	295
C5orf52	160	160
C5orf56	0	0
C5orf58	103	103
C5orf60	278	282
C5orf63	116	139
C5orf64	131	131
C5orf64-AS1	0	0
C5orf66	146	146
C5orf66-AS1	0	0
C5orf66-AS2	0	0
C5orf67	128	128
C6	935	935
C6orf1	160	160
C6orf10	564	564
C6orf106	299	299
C6orf118	470	470
C6orf120	192	211
C6orf132	1189	1189
C6orf136	497	497
C6orf141	245	245
C6orf15	326	326
C6orf163	330	330
C6orf201	141	141
C6orf203	241	246
C6orf222	653	653
C6orf223	243	243
C6orf226	102	102
C6orf229	231	231
C6orf47	295	295
C6orf48	76	76
C6orf52	153	153
C6orf58	331	331
C6orf62	230	230
C6orf89	355	355
C6orf99	126	126
C7	844	844
C7orf13	0	0
C7orf25	480	480
C7orf26	450	450
C7orf31	591	591
C7orf33	178	178
C7orf34	148	148
C7orf43	581	581
C7orf49	158	158
C7orf50	195	195
C7orf55-LUC7L2	459	459
C7orf57	296	296
C7orf61	207	207
C7orf62	254	254
C7orf65	152	152
C7orf66	116	116
C7orf69	123	123
C7orf71	170	170
C7orf72	439	439
C7orf73	48	48
C7orf76	129	129
C7orf77	91	91
C8A	585	585
C8B	592	592
C8G	203	203
C8orf22	85	85
C8orf31	133	133
C8orf33	230	230
C8orf34	539	539
C8orf34-AS1	0	0
C8orf37	208	208
C8orf37-AS1	0	0
C8orf4	107	107
C8orf44	160	160
C8orf44-SGK3	497	497
C8orf46	208	208
C8orf48	320	320
C8orf49	0	0
C8orf58	366	366
C8orf59	99	99
C8orf74	295	295
C8orf76	381	381
C8orf82	217	217
C8orf86	224	224
C8orf87	102	102
C8orf88	118	118
C8orf89	162	162
C9	560	560
C9orf106	233	233
C9orf116	137	137
C9orf129	197	197
C9orf131	1080	1080
C9orf135	230	230
C9orf135-AS1	0	0
C9orf139	191	191
C9orf142	205	224
C9orf152	240	240
C9orf153	96	96
C9orf16	84	84
C9orf163	204	204
C9orf170	122	122
C9orf172	977	977
C9orf24	263	263
C9orf3	820	820
C9orf40	195	195
C9orf41-AS1	0	0
C9orf43	462	480
C9orf47	184	203
C9orf50	432	432
C9orf57	162	162
C9orf62	153	153
C9orf64	342	342
C9orf66	296	296
C9orf69	140	140
C9orf72	482	482
C9orf78	290	290
C9orf84	1445	1445
C9orf85	158	158
C9orf92	109	109
CA1	262	262
CA10	329	329
CA11	329	329
CA12	355	355
CA13	263	263
CA14	338	338
CA2	261	261
CA3	261	261
CA3-AS1	0	0
CA4	313	313
CA5A	306	306
CA5B	318	318
CA5BP1	0	0
CA6	314	314
CA7	265	265
CA8	291	291
CA9	460	460
CAAP1	362	362
CAB39	342	342
CAB39L	338	338
CABIN1	2221	2221
CABLES1	634	634
CABLES2	479	479
CABP1	371	371
CABP2	221	227
CABP4	276	276
CABP5	174	174
CABP7	216	216
CABS1	396	396
CABYR	494	494
CACFD1	234	234
CACHD1	1224	1224
CACNA1A	2513	2513
CACNA1B	2340	2340
CACNA1C	2222	2222
CACNA1C-AS1	0	0
CACNA1C-AS2	0	0
CACNA1C-AS4	0	0
CACNA1C-IT2	0	0
CACNA1C-IT3	0	0
CACNA1D	2182	2182
CACNA1E	2314	2314
CACNA1F	1967	1978
CACNA1G	2378	2378
CACNA1G-AS1	0	0
CACNA1H	2354	2354
CACNA1I	2189	2224
CACNA1S	1874	1874
CACNA2D1	1092	1092
CACNA2D2	1151	1151
CACNA2D3	1092	1092
CACNA2D3-AS1	0	0
CACNA2D4	1138	1138
CACNB1	599	599
CACNB2	661	661
CACNB3	472	485
CACNB4	521	521
CACNG1	223	223
CACNG2	324	324
CACNG3	316	316
CACNG4	328	328
CACNG5	276	276
CACNG6	261	261
CACNG7	276	276
CACNG8	426	426
CACTIN	759	759
CACTIN-AS1	0	0
CACUL1	370	370
CACYBP	229	229
CAD	2226	2226
CADM1	443	472
CADM2	436	438
CADM2-AS2	0	0
CADM3	433	433
CADM3-AS1	0	0
CADM4	389	389
CADPS	1354	1354
CADPS2	1256	1301
CAGE1	840	840
CAHM	0	0
CALB1	262	262
CALB2	272	272
CALCA	142	142
CALCB	128	128
CALCOCO1	692	692
CALCOCO2	471	471
CALCR	475	509
CALCRL	462	462
CALD1	794	794
CALHM1	347	347
CALHM2	324	324
CALHM3	345	345
CALM1	150	150
CALM2	150	198
CALM3	150	150
CALML3	150	150
CALML3-AS1	0	0
CALML4	197	197
CALML5	147	147
CALML6	182	182
CALN1	262	262
CALR	418	418
CALR3	385	385
CALU	316	324
CALY	218	218
CAMK1	371	371
CAMK1D	386	386
CAMK1G	477	477
CAMK2A	490	490
CAMK2B	667	667
CAMK2D	500	534
CAMK2G	557	593
CAMK2N1	79	79
CAMK2N2	80	80
CAMK4	474	474
CAMKK1	533	533
CAMKK2	589	589
CAMKMT	324	324
CAMKV	502	502
CAMLG	297	297
CAMP	174	174
CAMSAP1	1603	1603
CAMSAP2	1479	1490
CAMSAP3	1277	1277
CAMTA1	1674	1674
CAMTA2	1242	1242
CAND1	1231	1231
CAND1.11	0	0
CAND2	1237	1237
CANT1	402	402
CANX	593	593
CAP1	476	476
CAP2	478	478
CAPG	349	349
CAPN1	715	715
CAPN10	673	673
CAPN10-AS1	0	0
CAPN11	740	740
CAPN12	720	720
CAPN13	670	670
CAPN14	685	685
CAPN15	1087	1087
CAPN2	701	701
CAPN3	822	822
CAPN5	641	641
CAPN6	642	642
CAPN7	814	814
CAPN8	604	604
CAPN9	691	691
CAPNS1	269	269
CAPNS2	249	249
CAPRIN1	710	710
CAPRIN2	1128	1128
CAPS	276	276
CAPS2	558	558
CAPSL	209	209
CAPZA1	287	287
CAPZA2	287	287
